,rank,name,net_worth (in billion $),age,country / territory,source,industry
366,365,Christopher Hohn,6.7,56.0,United Kingdom,Hedge funds,Finance & Investments
367,365,John Tu,6.7,81.0,United States,Computer hardware,Technology
368,365,Kjeld Kirk Kristiansen,6.7,75.0,Denmark,Lego,Manufacturing
369,365,Xu Shihui,6.7,65.0,China,"Snacks, beverages",Food & Beverage
370,365,"Edward Roski, Jr.",6.7,84.0,United States,Real estate,Real Estate
371,365,Terrence Pegula,6.7,72.0,United States,Natural gas,Energy
372,365,Xavier Niel,6.7,55.0,France,"Internet, telecom",Telecom
373,365,Magdalena Martullo-Blocher,6.7,54.0,Switzerland,Chemicals,Manufacturing
374,365,Lin Jianhua,6.7,60.0,China,Solar panel components,Manufacturing
375,365,Li Ping,6.7,55.0,Hong Kong,Batteries,Automotive
376,365,Massimiliana Landini Aleotti & family,6.7,80.0,Italy,Pharmaceuticals,Healthcare
377,365,Thomas Kirk Kristiansen,6.7,44.0,Denmark,Lego,Manufacturing
378,365,Sofie Kirk Kristiansen,6.7,47.0,Denmark,Lego,Manufacturing
379,365,George Soros,6.7,92.0,United States,Hedge funds,Finance & Investments
380,365,John A. Sobrato & family,6.7,83.0,United States,Real estate,Real Estate
381,365,David Sun,6.7,71.0,United States,Computer hardware,Technology
382,383,Nadia Thiele,6.6,47.0,Germany,Investments,Finance & Investments
383,383,"Henry Nicholas, III.",6.6,63.0,United States,Semiconductors,Technology
384,383,Bruce Kovner,6.6,78.0,United States,Hedge funds,Finance & Investments
385,383,Trudy Cathy White,6.6,67.0,United States,Chick-fil-A,Food & Beverage
386,383,Dan Cathy,6.6,70.0,United States,Chick-fil-A,Food & Beverage
387,383,Bubba Cathy,6.6,68.0,United States,Chick-fil-A,Food & Beverage
388,383,Rahel Blocher,6.6,47.0,Switzerland,Chemicals,Manufacturing
389,390,Simon Reuben,6.5,81.0,United Kingdom,"Real estate, investments",Diversified
390,390,Radovan Vitek,6.5,51.0,Czech Republic,Real estate,Real Estate
391,390,Melinda French Gates,6.5,58.0,United States,Microsoft,Technology
392,390,David Bonderman,6.5,80.0,United States,Private equity,Finance & Investments
393,390,Annette Lerner & family,6.5,93.0,United States,Real estate,Real Estate
394,390,Nathan Kirsh,6.5,91.0,Eswatini (Swaziland),"Retail, real estate",Fashion & Retail
395,390,David Reuben,6.5,84.0,United Kingdom,"Investments, real estate",Real Estate
396,397,Alexei Kuzmichev,6.4,60.0,Russia,"Oil, banking, telecom",Energy
397,397,Dmitry Rybolovlev & family,6.4,56.0,Russia,Fertilizer,Manufacturing
398,397,Carl Bennet,6.4,71.0,Sweden,Investments,Finance & Investments
399,397,Luis Carlos Sarmiento,6.4,90.0,Colombia,Banking,Finance & Investments
400,397,Jian Jun,6.4,59.0,China,Biomedical products,Healthcare
401,397,Stanley Druckenmiller,6.4,69.0,United States,Hedge funds,Finance & Investments
402,397,Stephen Bisciotti,6.4,62.0,United States,"Staffing, Baltimore Ravens",Sports
403,397,Dennis Washington,6.4,88.0,United States,"Construction, mining",Logistics
404,405,Stef Wertheimer & family,6.3,96.0,Israel,Metalworking tools,Manufacturing
405,405,Wang Yusuo & family,6.3,59.0,China,Natural gas distribution,Energy
406,405,Alain Merieux & family,6.3,85.0,France,Pharmaceuticals,Healthcare
407,405,John Grayken,6.3,66.0,Ireland,Private equity,Finance & Investments
408,405,Gao Jifan & family,6.3,58.0,China,Solar equipment,Energy
409,405,Anthony Bamford & family,6.3,77.0,United Kingdom,Construction equipment,Construction & Engineering
410,411,Ruan Xueping,6.2,51.0,Hong Kong,Power strip,Manufacturing
411,411,Michal Solowow,6.2,60.0,Poland,Investments,Finance & Investments
412,411,Gustaf Douglas,6.2,85.0,Sweden,Investments,Diversified
413,411,Maria Asuncion Aramburuzabala & family,6.2,59.0,Mexico,"Beer, investments",Food & Beverage
414,411,Lin Muqin & family,6.2,59.0,China,Beverages,Food & Beverage
415,411,Frits Goldschmeding,6.2,89.0,Netherlands,Temp agency,Service
416,411,Ruan Liping,6.2,59.0,Hong Kong,Power strips,Manufacturing
417,418,Zhou Qunfei,6.1,53.0,Hong Kong,Smartphone screens,Technology
418,418,Sunil Mittal,6.1,65.0,India,Telecom,Telecom
419,418,Michael Kadoorie,6.1,81.0,Hong Kong,"Hotels, energy",Energy
420,418,Wolfgang Herz,6.1,72.0,Germany,Coffee,Fashion & Retail
421,418,Michael Herz,6.1,79.0,Germany,Coffee,Fashion & Retail
422,418,Tom Gores,6.1,58.0,United States,Private equity,Finance & Investments
423,418,Mike Adenuga,6.1,69.0,Nigeria,"Telecom, oil",Diversified
424,425,Gopikishan Damani,6.0,65.0,India,"Retail, investments",Fashion & Retail
425,425,Sumet Jiaravanon,6.0,88.0,Thailand,Diversified,Diversified
426,425,Joe Lewis,6.0,86.0,United Kingdom,Investments,Finance & Investments
427,425,Rene Benko,6.0,46.0,Austria,"Real estate, retail",Real Estate
428,425,Alexander Abramov,6.0,64.0,Russia,"Steel, mining",Metals & Mining
429,425,Les Wexner & family,6.0,85.0,United States,Retail,Fashion & Retail
430,425,David Steward,6.0,71.0,United States,IT provider,Technology
431,425,Michael Milken,6.0,76.0,United States,Investments,Finance & Investments
432,425,Frank Lowy,6.0,92.0,Australia,Investments,Finance & Investments
433,425,Alain Bouchard,6.0,74.0,Canada,Convinience stores,Fashion & Retail
434,425,Neil Bluhm,6.0,85.0,United States,Real estate,Real Estate
435,425,Jay Chaudhry,6.0,63.0,United States,Security software,Technology
436,437,Tsai Eng-meng,5.9,66.0,Taiwan,"Food, beverages",Food & Beverage
437,437,Antony Ressler,5.9,62.0,United States,Finance,Finance & Investments
438,437,Andreas Halvorsen,5.9,61.0,Norway,Hedge funds,Finance & Investments
439,437,Jaran Chiaravanont,5.9,93.0,Thailand,Diversified,Diversified
440,437,Cai Kui,5.9,60.0,China,Real estate,Real Estate
441,442,Niels Peter Louis-Hansen,5.8,75.0,Denmark,Medical devices,Healthcare
442,442,Josh Harris,5.8,58.0,United States,Private equity,Finance & Investments
443,442,Patrick Soon-Shiong,5.8,70.0,United States,Pharmaceuticals,Healthcare
444,445,Rinat Akhmetov,5.7,56.0,Ukraine,"Steel, coal",Metals & Mining
445,445,John Brown,5.7,88.0,United States,Medical equipment,Healthcare
446,445,Clive Calder,5.7,76.0,United Kingdom,Record label,Media & Entertainment
447,445,Robert Ziff,5.7,56.0,United States,Investments,Finance & Investments
448,445,Dirk Ziff,5.7,59.0,United States,Investments,Finance & Investments
449,445,Daniel Ziff,5.7,51.0,United States,Investments,Finance & Investments
450,445,Helmut Sohmen,5.7,83.0,Austria,Shipping,Logistics
451,445,Thomas Schmidheiny,5.7,77.0,Switzerland,Cement,Construction & Engineering
452,445,Fredrik Lundberg,5.7,71.0,Sweden,"Real estate, investments",Real Estate
453,445,Arthur Irving,5.7,93.0,Canada,Oil,Energy
454,455,Li Ge,5.6,56.0,United States,Pharmaceutical ingredients,Healthcare
455,455,Karen Pritzker,5.6,65.0,United States,"Hotels, investments",Finance & Investments
456,455,Robert Rowling,5.6,69.0,United States,"Hotels, investments",Service
457,455,Ray Lee Hunt,5.6,79.0,United States,"Oil, real estate",Energy
458,455,Maria Angelicoussis,5.6,41.0,Greece,Shipping,Logistics
459,455,Wu Jianshu,5.6,59.0,Hong Kong,Auto parts,Automotive
460,455,Seo Jung-jin,5.6,65.0,South Korea,Biotech,Healthcare
461,455,Teddy Sagi,5.6,51.0,Israel,Gambling software,Gambling & Casinos
462,455,Vikram Lal & family,5.6,81.0,India,Motorcycles,Automotive
463,455,Lai Meisong,5.6,52.0,China,Package delivery,Logistics
464,455,Ken Langone,5.6,87.0,United States,Investments,Finance & Investments
465,466,Jiang Weiping & family,5.5,68.0,China,Chemicals,Manufacturing
466,466,Wolfgang Marguerre & family,5.5,81.0,Germany,Pharmaceuticals,Healthcare
467,466,Ludwig Merckle,5.5,58.0,Germany,Pharmaceuticals,Finance & Investments
468,466,Archie Aldis Emmerson & family,5.5,93.0,United States,"Timberland, lumber mills",Manufacturing
469,466,Patrick Collison,5.5,34.0,Ireland,Payment software,Technology
470,466,Zhao Yan,5.5,56.0,China,Biotech,Diversified
471,466,John Collison,5.5,32.0,Ireland,Payments software,Technology
472,466,Richard White,5.5,68.0,Australia,Software,Technology
473,466,Pierre Chen,5.5,66.0,Taiwan,Electronics,Technology
474,466,Margaretta Taylor,5.5,80.0,United States,"Media, automotive",Media & Entertainment
475,466,James Chambers,5.5,65.0,United States,"Media, automotive",Media & Entertainment
476,466,Sergio Stevanato & family,5.5,80.0,Italy,Medical packaging,Healthcare
477,466,Micky Arison,5.5,73.0,United States,Carnival Cruises,Service
478,466,Paul Singer,5.5,78.0,United States,Hedge funds,Finance & Investments
479,466,Jean Salata,5.5,57.0,Chile,Finance,Finance & Investments
480,466,Katharine Rayner,5.5,78.0,United States,"Media, automotive",Media & Entertainment
481,466,Mitchell Rales,5.5,66.0,United States,"Manufacturing, investments",Manufacturing
482,466,Dan Friedkin,5.5,58.0,United States,Toyota dealerships,Automotive
483,466,Piero Ferrari,5.5,77.0,Italy,Automobiles,Automotive
484,466,James Irving,5.5,95.0,Canada,Diversified,Diversified
485,486,Miao Hangen,5.4,58.0,China,"Textiles, petrochemicals",Diversified
486,486,Michael Pieper,5.4,77.0,Switzerland,Kitchen appliances,Manufacturing
487,486,Miuccia Prada,5.4,73.0,Italy,Luxury goods,Fashion & Retail
488,486,Patrizio Bertelli,5.4,77.0,Italy,Luxury goods,Fashion & Retail
489,486,Renate Reimann-Haas,5.4,71.0,Germany,Consumer goods,Fashion & Retail
490,486,Stefan Reimann-Andersen,5.4,59.0,Germany,Consumer goods,Fashion & Retail
491,486,Matthias Reimann-Andersen,5.4,58.0,Germany,Consumer goods,Fashion & Retail
492,486,Wolfgang Reimann,5.4,70.0,Germany,Consumer goods,Fashion & Retail
493,486,Mat Ishbia,5.4,43.0,United States,Mortgage lender,Finance & Investments
494,486,Mahendra Choksi & family,5.4,81.0,India,Paints,Manufacturing
495,486,Leo Koguan,5.4,68.0,United States,IT provider,Technology
496,497,Stewart Resnick,5.3,86.0,United States,Agriculture,Food & Beverage
497,497,Gary Rollins,5.3,78.0,United States,Pest control,Service
498,497,Mark Walter,5.3,62.0,United States,"Finance, asset management",Finance & Investments
499,497,Douglas Leone,5.3,65.0,United States,Venture capital,Finance & Investments
500,497,Elizabeth Johnson,5.3,59.0,United States,Fidelity,Finance & Investments
501,497,Ibrahim Erdemoglu,5.3,60.0,Turkey,Carpet,Manufacturing
502,497,Rick Caruso,5.3,64.0,United States,Real estate,Real Estate
503,497,Todd Boehly,5.3,49.0,United States,Finance,Finance & Investments
504,497,M.A. Yusuff Ali,5.3,67.0,India,Retail,Fashion & Retail
505,497,Erich Wesjohann & family,5.3,77.0,Germany,Poultry genetics,Food & Beverage
506,497,Ronald Wanek,5.3,81.0,United States,Furniture,Manufacturing
507,497,Thomas Pritzker,5.3,72.0,United States,"Hotels, investments",Finance & Investments
508,497,Prajogo Pangestu,5.3,78.0,Indonesia,Petrochemicals,Diversified
509,497,Lynda Resnick,5.3,80.0,United States,Agriculture,Food & Beverage
510,511,Charles Simonyi,5.2,74.0,United States,Microsoft,Technology
511,511,Ty Warner,5.2,78.0,United States,"Plush toys, real estate",Real Estate
512,511,Sam Zell,5.2,81.0,United States,"Real estate, private equity",Real Estate
513,511,Ananda Krishnan,5.2,85.0,Malaysia,"Telecoms, media, oil-services",Telecom
514,511,Micky Jagtiani,5.2,71.0,India,Retail,Fashion & Retail
515,511,Gao Dekang & family,5.2,71.0,China,Apparel,Fashion & Retail
516,511,Robert Faith,5.2,59.0,United States,Real estate management,Real Estate
517,511,Cheng Xue,5.2,53.0,China,Soy sauce,Food & Beverage
518,511,Alexandre Behring,5.2,56.0,Brazil,Investments,Finance & Investments
519,511,"Robert Rich, Jr.",5.2,82.0,United States,Frozen foods,Food & Beverage
520,511,Barry Lam,5.2,73.0,Taiwan,Electronics,Technology
521,511,Mark Scheinberg,5.2,49.0,Canada,Online gambling,Gambling & Casinos
522,523,Romesh T. Wadhwani,5.1,75.0,United States,Software,Technology
523,523,Tse Ping & family,5.1,71.0,China,Pharmaceuticals,Healthcare
524,523,Tony Tamer,5.1,65.0,United States,Private equity,Finance & Investments
525,523,Kjell Inge Rokke,5.1,64.0,Norway,"Shipping, seafood",Logistics
526,523,Sami Mnaymneh,5.1,61.0,United States,Private equity,Finance & Investments
527,523,Kwon Hyuk-bin,5.1,49.0,South Korea,Online games,Media & Entertainment
528,523,Charles B. Johnson,5.1,90.0,United States,Franklin Templeton,Finance & Investments
529,523,Rekha Jhunjhunwala,5.1,59.0,India,Investments,Finance & Investments
530,523,Wei Fang,5.1,49.0,China,Steel,Manufacturing
531,523,Denise York & family,5.1,72.0,United States,San Francisco 49ers,Sports
532,523,Hansjoerg Wyss,5.1,88.0,Switzerland,Medical devices,Healthcare
533,534,Robert Bass,5.0,75.0,United States,"Oil, investments",Energy
534,534,Chip Wilson,5.0,66.0,Canada,Lululemon,Fashion & Retail
535,534,Dona Bertarelli,5.0,55.0,Switzerland,Biotech and investments,Healthcare
537,534,Alexander Gerko,5.0,43.0,United Kingdom,Trading,Finance & Investments
538,534,Ugur Sahin,5.0,57.0,Germany,Biotechnology,Healthcare
539,534,Janice McNair,5.0,86.0,United States,"Energy, sports",Sports
540,534,George Lucas,5.0,78.0,United States,Star Wars,Media & Entertainment
541,534,Michel Leclercq & family,5.0,83.0,France,Sporting goods,Fashion & Retail
542,534,Jane Lauder,5.0,50.0,United States,Estée Lauder,Fashion & Retail
543,534,Kim Beom-su,5.0,57.0,South Korea,Online services,Technology
544,534,Viktor Kharitonin,5.0,50.0,Russia,Pharmaceuticals,Healthcare
545,534,"Robert Hale, Jr.",5.0,56.0,United States,Telecom,Telecom
546,534,Martin Haefner,5.0,69.0,Switzerland,"Software, investments",Technology
547,534,Thomas Straumann,5.0,59.0,Switzerland,Dental implants,Healthcare
548,534,Alexandra Schoerghuber & family,5.0,64.0,Germany,Real estate,Real Estate
549,534,Ron Baron,5.0,79.0,United States,Money management,Finance & Investments
550,534,Murat Ulker,5.0,64.0,Turkey,Food,Food & Beverage
551,552,Kelcy Warren,4.9,67.0,United States,Pipelines,Energy
552,552,Zhang Tao,4.9,50.0,China,E-commerce,Fashion & Retail
553,552,Jim Davis & family,4.9,79.0,United States,New Balance,Manufacturing
554,552,Emanuele (Lino) Saputo & family,4.9,86.0,Canada,Cheese,Food & Beverage
555,552,Rudolf Maag,4.9,77.0,Switzerland,Medical devices,Healthcare
556,552,Lim Hariyanto Wijaya Sarwono,4.9,94.0,Indonesia,"Palm oil, nickel mining",Metals & Mining
557,552,Bidzina Ivanishvili,4.9,67.0,Georgia,Investments,Finance & Investments
558,552,Jonathan Gray,4.9,53.0,United States,Investments,Finance & Investments
559,552,Tom Golisano,4.9,81.0,United States,Payroll services,Service
560,552,Marcos Galperin,4.9,51 years,Argentina,E-commerce,Technology
561,552,Dagmar Dolby & family,4.9,81.0,United States,Dolby Laboratories,Technology
562,552,Murali Divi & family,4.9,72.0,India,Pharmaceuticals,Healthcare
563,552,Dan Snyder,4.9,58.0,United States,Washington Commanders,Sports
564,552,Mark Shoen,4.9,72.0,United States,U-Haul,Automotive
565,552,Chairul Tanjung,4.9,60.0,Indonesia,Diversified,Diversified
566,567,Michael Ashley,4.8,58.0,United Kingdom,Sports retailing,Fashion & Retail
567,567,Winifred J. Marquart,4.8,63.0,United States,Cleaning products,Manufacturing
568,567,Thai Lee,4.8,64.0,United States,IT provider,Technology
569,567,Vinod Khosla,4.8,68.0,United States,Venture capital,Technology
570,567,Helen Johnson-Leipold,4.8,66.0,United States,Cleaning products,Manufacturing
571,567,S. Curtis Johnson,4.8,67.0,United States,Cleaning products,Manufacturing
572,567,H. Fisk Johnson,4.8,64.0,United States,Cleaning products,Manufacturing
573,567,Jimmy Haslam,4.8,69.0,United States,"Gas stations, retail",Fashion & Retail
574,567,Bernard Broermann,4.8,79.0,Germany,Hospitals,Healthcare
575,567,Tomasz Biernacki,4.8,50.0,Poland,Supermarkets,Fashion & Retail
576,567,Horst Julius Pudwill,4.8,78.0,Germany,Manufacturing,Manufacturing
577,567,Pankaj Patel,4.8,70.0,India,Pharmaceuticals,Healthcare
578,567,Yu Yong,4.8,62.0,China,Mining,Finance & Investments
579,580,Maria Fernanda Amorim & family,4.7,88.0,Portugal,"Energy, investments",Diversified
580,580,Gayle Benson,4.7,76.0,United States,New Orleans Saints,Sports
581,580,Jason Chang,4.7,78.0,Singapore,Electronics,Technology
582,580,Tim Sweeney,4.7,52.0,United States,Video games,Media & Entertainment
583,580,Zuowen Song,4.7,76.0,China,"Aluminum, diversified",Diversified
584,580,Thomas Secunda,4.7,68.0,United States,Bloomberg LP,Media & Entertainment
585,580,Li Gaiteng,4.7,50.0,China,Hair dryers,Manufacturing
586,580,Hong Ra-hee,4.7,77.0,South Korea,Samsung,Technology
587,580,Carlo Fidani,4.7,68.0,Canada,Real estate,Real Estate
588,580,Andre Esteves,4.7,54.0,Brazil,Banking,Finance & Investments
589,580,Ali Erdemoglu,4.7,63.0,Turkey,Carpet,Manufacturing
590,591,Fan Hongwei,4.6,56.0,China,Petrochemicals,Energy
591,591,Richard Li,4.6,56.0,Hong Kong,Telecom,Telecom
592,591,Vladimir Kim,4.6,62.0,Kazakhstan,Mining,Metals & Mining
593,591,Doug Meijer & family,4.6,69.0,United States,Supermarkets,Fashion & Retail
594,591,"Andre Koo, Sr.",4.6,55.0,Taiwan,Financial services,Finance & Investments
595,591,Hank Meijer & family,4.6,71.0,United States,Supermarkets,Fashion & Retail
596,591,Bert Beveridge,4.6,61.0,United States,Vodka,Food & Beverage
597,591,Xue Min,4.6,66.0,China,Healthcare,Healthcare
598,591,Russ Weiner,4.6,52.0,United States,Energy drinks,Food & Beverage
599,591,Maximilian Viessmann,4.6,34.0,Germany,"Heating, cooling equipment",Manufacturing
600,591,Barry Sternlicht,4.6,62.0,United States,Private equity,Finance & Investments
601,591,Forrest Li,4.6,45.0,Singapore,Gaming,Media & Entertainment
602,591,Fred Smith,4.6,78.0,United States,FedEx,Logistics
603,591,Li Chunan,4.6,54.0,China,Renewable energy,Manufacturing
604,591,Issad Rebrab & family,4.6,79.0,Algeria,Food,Food & Beverage
605,591,Ronald Lauder,4.6,79.0,United States,Estee Lauder,Fashion & Retail
606,591,Mark Meijer & family,4.6,65.0,United States,Supermarkets,Fashion & Retail
607,591,Charles Dolan & family,4.6,96.0,United States,Cable television,Media & Entertainment
608,591,Mark Cuban,4.6,64.0,United States,"Online media, Dallas Mavericks",Media & Entertainment
609,591,Jack Dorsey,4.6,46.0,United States,"Twitter, Square",Technology
610,611,N.R. Narayana Murthy,4.5,76.0,India,Software services,Technology
611,611,Odd Reitan & family,4.5,71.0,Norway,"Retail, real estate",Fashion & Retail
612,611,Dietmar Hopp & family,4.5,82.0,Germany,Software,Technology
613,611,Juan Domingo Beckmann Legorreta & family,4.5,55.0,Mexico,Tequila,Food & Beverage
614,611,You Xiaoping,4.5,65.0,China,"Chemicals, spandex",Manufacturing
615,611,Samuel Yin,4.5,72.0,Taiwan,Retail,Diversified
616,611,Xu Jinfu,4.5,59.0,China,Chemicals,Manufacturing
617,611,David Velez & family,4.5,41.0,Colombia,Fintech,Finance & Investments
